0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10000,10100,9821,9894,9756,9836,9919,9839,9593,9272,9118,9000,8845,8812,8890,8669,8379,8045,8027,7726,7811,7759,7602,7669,7623,7337,7236,7281,7175,7266,7223,7203,7199,7174,7001,7080,6833,6606,6493,6301,6385,6380,6396,6388,6382,6309,6183,6043,6074,6113,5919,5676,5365,5339,5384,5134,5184,4913,5004,5080,4818,4883,4923,4618,4391,4407,4462,4327,4178,4240,4079,3773,3819,3587,3342,3045,3113,3126,2965,2625,2627,2289,2192,2019,2036,1879,1638,1343,1134,989,1045,1084,859,919,918,615,395,457,321,304,0
10000,9669,9635,9716,9661,9562,9502,9250,9023,8858,8771,8691,8555,8582,8251,8069,7809,7774,7473,7496,7355,7204,7155,7202,7134,6808,6842,6898,6881,6933,6801,6501,6291,6197,5868,5650,5623,5710,5624,5311,5246,4926,4973,4978,4733,4574,4400,4230,3920,3773,3455,3160,3050,3102,2898,2874,2866,2821,2592,2261,2079,1751,1635,1564,1420,1224,1076,1138,1058,1048,1041,1025,1102,1126,1015,902,655,442,149,95,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9975,9816,9765,9531,9620,9603,9426,9327,9305,9090,8882,8834,8715,8375,8202,8292,8009,7725,7693,7790,7885,7729,7624,7456,7493,7584,7302,7316,7196,7032,6755,6489,6236,6076,6132,6089,5993,5781,5881,5760,5680,5708,5795,5654,5475,5202,5281,5241,5103,4875,4882,4909,4639,4421,4480,4204,3955,3826,3538,3289,3056,2945,2754,2673,2768,2707,2699,2579,2561,2294,2198,2215,2046,1744,1781,1498,1573,1395,1260,1033,855,662,359,97,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9858,9654,9570,9499,9559,9431,9282,9164,8839,8676,8695,8497,8405,8259,8037,7893,7577,7491,7546,7594,7384,7125,6814,6539,6298,6256,5991,5902,5788,5449,5367,5138,5213,4920,4580,4469,4344,4309,4033,3776,3829,3581,3639,3515,3283,2982,3052,2869,2918,2686,2372,2102,1768,1826,1508,1456,1121,1215,1041,815,789,887,699,748,690,621,506,280,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10076,9740,9728,9544,9445,9282,9295,9280,9246,9134,9233,9011,8834,8866,8766,8510,8295,8171,7850,7650,7502,7465,7383,7249,7120,7053,6851,6699,6773,6572,6613,6422,6282,6157,5889,5977,5792,5758,5791,5625,5288,5061,5059,4896,4820,4683,4510,4403,4293,4026,3910,3697,3430,3320,3183,2903,2990,2757,2837,2702,2606,2607,2432,2092,2080,1893,1929,1749,1514,1507,1280,961,668,759,596,540,557,457,242,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10061,9981,10007,9896,9590,9451,9499,9596,9321,9366,9243,8939,8621,8597,8374,8449,8397,8458,8305,8364,8370,8149,8095,7809,7638,7329,7406,7182,6966,6767,6587,6315,6002,6002,5878,5553,5532,5198,4992,4985,4744,4730,4609,4702,4409,4094,3960,3682,3376,3278,3171,2923,2809,2766,2623,2430,2346,2308,2298,2374,2428,2398,2083,2113,1857,1745,1565,1411,1407,1479,1345,1120,860,926,942,648,369,286,281,277,276,352,186,249,240,97,89,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9985,9942,9731,9710,9718,9793,9760,9815,9623,9592,9589,9641,9706,9448,9491,9496,9315,9373,9092,9176,9198,9291,9151,9040,8963,9005,8953,9014,8795,8547,8303,8112,8180,7935,7959,7861,7559,7305,7366,7150,7018,6962,6947,7037,6902,6605,6622,6519,6198,5969,6019,5914,5589,5651,5398,5450,5310,5094,4811,4899,4710,4534,4496,4538,4501,4205,4058,3748,3643,3375,3466,3171,2936,2999,3085,2878,2721,2717,2598,2545,2429,2513,2485,2260,1974,1947,1928,1595,1468,1313,1223,1193,1128,1153,1022,945,728,620,303,0
10000,10019,9983,9691,9739,9569,9601,9564,9255,9283,8955,8814,8543,8377,8413,8274,7983,7695,7426,7233,6977,7009,6826,6651,6580,6263,6189,5919,5935,5973,5857,5659,5727,5615,5315,5188,4863,4878,4623,4362,4284,4375,4433,4168,4245,3973,4019,3751,3528,3379,3343,3055,2797,2632,2485,2268,2311,2093,1820,1618,1441,1396,1071,1061,954,857,656,743,432,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10094,9845,9867,9931,9683,9697,9619,9492,9323,9072,8820,8523,8438,8467,8537,8473,8215,8137,7875,7852,7550,7368,7398,7301,7170,7130,7036,6753,6769,6830,6540,6277,6181,6269,6298,6176,6046,6128,5866,5876,5902,5956,5956,6051,5981,5886,5832,5900,5708,5573,5414,5453,5191,5022,5113,5051,4828,4863,4614,4405,4113,4024,3826,3910,3712,3802,3879,3886,3691,3727,3501,3519,3528,3200,3138,3102,2961,2956,2830,2835,2788,2605,2644,2594,2311,2015,2009,2065,1806,1762,1566,1664,1573,1371,1088,1130,952,931,789,0
10000,9718,9454,9127,9034,9008,8912,8596,8297,8207,7906,7632,7502,7173,6848,6930,7020,6762,6616,6359,6098,6093,6041,5885,5560,5612,5317,5327,5317,5099,4793,4674,4421,4276,4233,4165,4184,4121,3863,3868,3532,3370,3402,3402,3319,3042,2836,2921,2681,2356,2177,1846,1861,1611,1542,1606,1577,1438,1408,1168,1250,1048,900,598,637,422,237,128,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10006,9965,9655,9426,9249,9124,8847,8627,8672,8368,8232,8063,8100,7986,8086,7980,7721,7797,7547,7531,7327,7296,7362,7127,7089,7095,6869,6757,6554,6517,6356,6340,6310,6050,5914,6004,5854,5672,5530,5315,5405,5348,5431,5241,5155,4896,4617,4376,4187,4171,4147,3899,3712,3510,3567,3484,3268,3253,3126,3213,2992,3050,3125,2795,2568,2533,2392,2221,1897,1983,1742,1554,1571,1239,1191,996,1075,1172,941,745,611,345,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9902,9752,9631,9307,8996,8998,8761,8828,8801,8480,8482,8292,8130,8045,7717,7811,7769,7756,7754,7461,7407,7467,7306,7346,7325,7034,6894,6786,6774,6713,6614,6376,6098,5834,5601,5309,5263,5164,5026,5088,5068,5043,4894,4988,4651,4654,4642,4304,4082,4180,3850,3779,3845,3885,3908,3930,3734,3509,3403,3360,3151,3033,2731,2810,2899,2733,2699,2751,2591,2440,2154,2233,2149,2076,2008,1998,1863,1610,1464,1261,1315,1145,876,911,748,838,519,230,69,40,0,0,0,0,0,0,0,0,0,0
10000,10075,10029,10052,9916,9992,10057,9886,9643,9634,9611,9457,9476,9541,9506,9210,8948,8694,8437,8264,8103,8201,8197,7904,7577,7242,6948,7045,6854,6732,6505,6488,6498,6420,6154,5848,5921,5929,5874,5687,5349,5218,4952,4696,4693,4380,4451,4262,3997,3999,3851,3829,3679,3583,3253,3353,3044,3106,2849,2582,2516,2568,2548,2538,2332,2180,2184,1993,1842,1672,1618,1311,1142,826,550,526,303,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10014,9852,9864,9648,9733,9636,9454,9498,9267,9229,9231,9331,9292,9073,8951,8672,8643,8709,8639,8703,8596,8262,8176,7949,7906,7990,7873,7870,7625,7421,7223,7301,7056,6873,6540,6395,6348,6008,5839,5695,5606,5692,5689,5510,5467,5405,5334,5073,4994,4785,4694,4607,4672,4544,4572,4264,3948,3917,3764,3498,3272,3011,2807,2500,2211,1958,1995,1876,1921,2006,1878,1920,1934,1912,1744,1419,1399,1278,1211,1250,1027,931,984,891,843,547,324,174,169,0,0,0,0,0,0,0,0,0,0,0
10000,9845,9766,9807,9570,9486,9260,9091,8771,8609,8553,8506,8488,8485,8267,8125,7985,7702,7703,7795,7526,7225,7109,6789,6628,6418,6312,6051,5791,5570,5293,5231,4955,5031,4912,4581,4533,4389,4485,4313,4367,4240,4003,4018,4109,3885,3821,3544,3285,2951,2842,2896,2558,2631,2577,2608,2419,2455,2424,2318,2311,2108,2169,2181,2182,1860,1834,1731,1773,1587,1368,1170,831,712,545,606,490,453,316,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9768,9721,9477,9366,9320,9019,8679,8485,8554,8285,8317,8141,8030,7715,7393,7475,7350,7100,7008,6873,6667,6650,6533,6584,6412,6469,6185,6121,6125,6222,6281,6059,5909,5577,5360,5382,5330,5417,5418,5090,5148,4950,4688,4766,4615,4382,4071,3788,3465,3177,2866,2892,2990,2739,2502,2172,2136,2172,2188,1997,2059,2122,2040,2139,2067,1777,1807,1711,1495,1314,1105,1100,1093,1165,902,576,597,684,619,346,173,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9974,9657,9755,9808,9505,9291,9213,8914,8726,8525,8392,8431,8124,7886,7647,7644,7596,7337,7325,7173,7241,7281,6988,6885,6599,6587,6561,6485,6197,5966,5855,5815,5515,5545,5252,5066,4904,4600,4664,4371,4379,4096,4029,3708,3515,3253,3198,3272,3291,3361,3393,3356,3440,3127,2819,2500,2369,2436,2293,2293,2386,2070,2123,2048,1804,1567,1568,1537,1270,1328,1085,1059,904,644,610,501,534,406,444,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10092,9897,9900,9925,9770,9752,9436,9205,9253,9099,8901,8600,8398,8486,8401,8095,7779,7556,7299,7345,7083,6840,6521,6404,6368,6343,6025,5883,5718,5379,5166,4944,4951,4984,5006,4847,4623,4336,4171,4174,3945,3807,3857,3625,3531,3243,2948,2791,2555,2410,2194,2223,2237,1940,1811,1591,1298,1363,1436,1173,1167,1074,986,654,615,624,431,351,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9739,9535,9223,9302,9358,9079,9164,8931,8758,8549,8416,8462,8276,8335,8335,8226,8026,7904,7809,7568,7410,7459,7148,7077,6966,6796,6852,6872,6968,6685,6581,6395,6319,6387,6458,6476,6481,6561,6327,6386,6392,6162,5860,5852,5881,5973,5772,5606,5303,5342,5075,4878,4600,4354,4397,4278,4045,3807,3604,3356,3365,3054,3023,2860,2729,2663,2566,2645,2322,2365,2276,2251,1988,2045,1760,1500,1340,1433,1348,1145,1213,1202,1190,867,952,759,643,493,336,189,0,0,0,0,0,0,0,0,0,0
10000,9702,9362,9253,9253,9310,9196,9144,8991,8818,8600,8550,8256,8048,7858,7666,7461,7389,7082,7035,6820,6818,6880,6936,6709,6476,6463,6168,6059,5829,5755,5601,5655,5748,5629,5700,5632,5728,5800,5720,5738,5720,5761,5461,5297,5230,5183,4877,4791,4593,4384,4340,4123,3932,3793,3863,3873,3742,3466,3198,3167,3010,2970,2835,2597,2437,2532,2594,2384,2462,2284,2210,2163,1901,1706,1470,1487,1582,1400,1339,1276,990,712,477,458,474,485,267,246,195,273,119,22,49,0,0,0,0,0,0,0
10000,9954,9882,9595,9588,9651,9741,9665,9404,9416,9133,8838,8761,8611,8488,8484,8481,8545,8551,8512,8425,8513,8282,8321,8399,8172,8053,8020,7734,7504,7520,7340,7245,7227,7199,7170,7071,6838,6683,6409,6375,6397,6305,5974,5799,5838,5520,5304,5023,4913,4823,4496,4438,4514,4584,4462,4251,3948,3830,3564,3569,3503,3286,3344,3075,2966,2975,3034,2796,2510,2423,2199,1930,1696,1695,1667,1692,1563,1536,1418,1268,961,626,434,202,165,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9875,9940,9967,9777,9796,9744,9574,9652,9563,9230,9257,8951,8931,8853,8782,8496,8525,8238,8138,8083,8056,8119,7797,7751,7834,7763,7578,7286,7292,6977,6849,6822,6721,6437,6444,6225,6281,6147,5808,5850,5655,5600,5358,5168,5240,5258,5081,4808,4826,4581,4369,4185,3882,3559,3245,3272,3136,2900,2721,2404,2382,2149,2159,2012,1972,1659,1726,1448,1426,1288,1075,1024,991,695,741,582,603,672,589,481,340,395,350,200,242,162,224,84,0,0,0,0,0,0,0,0,0,0,0,0
10000,9976,9975,9736,9768,9476,9193,8896,8691,8729,8581,8261,8198,8052,7899,7648,7616,7325,7298,7045,6904,6949,6791,6627,6575,6532,6272,5983,5685,5648,5574,5500,5553,5650,5328,5352,5069,5047,4786,4585,4597,4604,4675,4415,4075,3741,3648,3526,3205,3143,3140,3046,2981,2864,2867,2787,2473,2501,2543,2474,2432,2408,2369,2042,2099,1833,1728,1449,1439,1117,1106,875,917,759,835,794,546,629,456,519,609,685,588,285,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9981,9755,9822,9749,9777,9522,9256,9154,9192,9139,9190,8940,8876,8686,8525,8468,8254,8160,8165,8213,7873,7779,7811,7668,7661,7338,7049,7085,7181,7269,7045,7135,7031,6755,6809,6761,6639,6362,6272,6227,6210,6098,5972,5998,6077,5888,5721,5550,5536,5482,5581,5331,5242,4975,4740,4633,4379,4353,4109,3830,3882,3587,3357,3088,2749,2684,2421,2330,2134,1879,1811,1762,1586,1469,1179,1191,1043,1004,679,751,483,337,395,473,175,177,219,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9974,9797,9687,9599,9494,9321,9421,9348,9294,9048,8810,8611,8576,8569,8664,8665,8545,8621,8405,8345,8024,7759,7702,7702,7696,7718,7484,7297,7235,7142,7050,6932,7019,6996,6817,6584,6575,6616,6495,6318,6213,6185,6101,5894,5696,5648,5510,5415,5276,5064,5133,4959,4831,4755,4846,4878,4968,4734,4690,4721,4563,4415,4330,4289,4093,3793,3467,3295,3032,2852,2662,2662,2645,2516,2380,2408,2101,2180,2140,2041,1701,1580,1313,1071,1135,1164,939,1020,968,766,705,717,434,475,432,275,0,0,0,0
10000,9795,9606,9644,9401,9067,9089,9128,8860,8905,8807,8469,8209,8020,7716,7563,7458,7477,7316,7245,7273,7036,7092,6797,6564,6320,6176,6069,5970,5670,5356,5339,5087,5171,4949,4949,4672,4616,4458,4260,4116,3908,3674,3608,3512,3455,3269,3250,3096,2874,2788,2876,2874,2763,2728,2674,2349,2035,1909,1950,1724,1821,1799,1843,1693,1592,1253,1038,958,619,290,130,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9749,9735,9553,9391,9150,9216,9021,8923,8985,8871,8594,8534,8397,8083,8055,8057,7753,7529,7589,7572,7452,7168,7194,7013,6727,6741,6483,6522,6569,6452,6515,6208,5872,5847,5912,5677,5686,5562,5555,5585,5575,5613,5510,5370,5447,5145,5033,4695,4370,4173,4126,3865,3635,3318,3304,3154,3201,3227,3044,3000,2826,2741,2777,2876,2740,2646,2343,2254,2004,1956,1709,1685,1625,1449,1504,1283,978,1032,839,880,811,571,368,263,84,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9978,9714,9463,9452,9313,9308,9392,9336,9303,9187,9085,9144,8870,8631,8529,8333,8167,8182,7903,7969,8017,7822,7874,7670,7726,7617,7672,7542,7284,6968,6875,6553,6310,6348,6282,5983,6004,5900,5907,5763,5532,5314,5024,4873,4847,4840,4700,4489,4258,4073,3783,3763,3715,3637,3709,3806,3651,3623,3560,3521,3341,3324,3353,3294,3195,3143,3229,3286,3146,3161,3099,3064,3070,3169,2851,2886,2644,2386,2064,1775,1599,1308,1100,992,1079,962,651,362,223,203,263,0,0,0,0,0,0,0,0,0
10000,9996,9765,9429,9193,9290,9332,9171,8943,9014,8957,8948,8985,8902,8655,8335,8062,8036,7758,7793,7621,7402,7115,6882,6746,6564,6322,6010,5968,6050,6049,5942,5772,5543,5439,5201,4889,4656,4349,4395,4413,4377,4095,3823,3532,3261,3360,3030,3057,3080,3153,3101,3188,3188,3214,3157,3035,2872,2568,2348,2191,2158,2143,2209,2223,2152,1993,1944,1657,1505,1277,942,782,881,622,504,563,424,420,111,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9815,9724,9717,9649,9538,9263,8938,8710,8671,8646,8599,8547,8216,8198,8100,7814,7802,7504,7305,6989,7003,6819,6842,6836,6496,6580,6496,6165,6156,5917,5928,5942,6018,5849,5892,5731,5543,5218,4937,4988,4783,4579,4374,4371,4044,3856,3832,3893,3842,3715,3732,3580,3658,3700,3445,3186,3032,3108,3081,2818,2483,2250,2275,2154,2242,2334,2151,2199,1889,1777,1443,1177,1139,1115,1089,1052,787,533,629,666,421,238,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9786,9691,9606,9362,9426,9202,9053,8873,8563,8522,8568,8462,8382,8130,8054,7992,8014,7834,7734,7631,7419,7214,7205,6932,6932,6933,6799,6777,6875,6685,6449,6226,5928,5715,5629,5644,5375,5329,5119,4994,4993,4989,4894,4848,4708,4502,4502,4524,4280,4356,4238,4271,4243,4276,4162,4207,4056,3778,3703,3461,3215,2922,2778,2741,2557,2417,2423,2141,1954,1700,1777,1606,1419,1234,1225,1124,1111,820,564,271,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10025,9839,9757,9640,9468,9545,9253,8916,8686,8779,8846,8548,8595,8636,8486,8224,7895,7937,8010,7857,7764,7602,7506,7464,7232,6937,6634,6558,6256,6160,6021,5831,5700,5635,5487,5251,5227,4915,4892,4761,4805,4510,4333,3995,3799,3628,3307,3381,3370,3425,3432,3290,3381,3145,3152,3182,3206,3249,3101,2932,2933,2681,2473,2236,2232,1924,1701,1581,1279,1266,962,960,877,690,475,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9786,9726,9623,9368,9384,9410,9439,9138,8873,8713,8457,8480,8178,8230,7948,7656,7348,7388,7418,7367,7168,7143,6952,6723,6557,6506,6588,6567,6419,6266,6232,6285,6253,6351,6263,6199,6069,5801,5829,5489,5515,5452,5165,5008,4713,4398,4092,3761,3579,3452,3202,2970,2966,2653,2561,2319,2396,2383,2250,2322,2238,2185,2167,2226,1976,1850,1604,1344,1305,1079,879,661,568,424,165,173,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9845,9743,9662,9674,9556,9311,9300,9107,8910,8728,8530,8330,7991,7871,7864,7826,7516,7236,6910,6693,6582,6391,6223,6252,5999,5803,5880,5910,5621,5698,5403,5354,5026,4796,4501,4185,3885,3684,3721,3580,3310,3122,3081,2935,2801,2481,2219,2269,2203,2135,2215,2256,2188,2175,2219,2184,2042,2032,1950,1990,1809,1892,1592,1558,1320,1413,1098,1135,1025,822,919,608,292,135,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,9756,9530,9377,9139,9181,9122,9147,9237,9320,9238,9272,9311,9029,8796,8796,8643,8370,8194,8218,8248,8107,8042,7937,7999,8014,8010,8053,8088,7758,7583,7403,7067,7025,6738,6690,6405,6257,6161,6015,5876,5804,5636,5540,5423,5497,5273,5142,5071,5066,5040,4831,4549,4452,4231,4173,3848,3882,3813,3825,3807,3584,3587,3545,3320,3265,3309,3060,3036,2910,2975,2729,2754,2679,2716,2696,2586,2328,2302,2018,1979,2060,2147,1973,1723,1419,1397,1194,1016,899,824,790,815,539,240,223,294,362,113,32,0
10000,9704,9419,9392,9473,9372,9276,9029,8707,8565,8631,8406,8370,8444,8309,8132,7916,8011,7975,7777,7541,7300,7331,7197,6987,7061,7098,6990,7019,6906,6825,6680,6611,6573,6320,6334,6192,6243,6090,5915,5713,5400,5183,5055,5037,4805,4512,4363,4413,4465,4517,4514,4359,4034,3994,3852,3905,3732,3767,3707,3507,3390,3393,3407,3090,3092,3032,2874,2814,2826,2595,2266,2317,2302,2329,2192,1877,1962,1909,1965,1908,1755,1793,1742,1730,1706,1568,1292,1169,1212,916,978,642,513,458,178,76,0,0,0,0
10000,9914,9585,9285,9202,9271,9091,9179,9245,9231,8940,8967,8827,8670,8514,8611,8323,8266,8148,7956,7718,7713,7469,7368,7120,7137,7013,7112,7065,6871,6944,6999,6799,6593,6392,6123,6011,6013,5913,5990,5785,5782,5858,5926,6023,5720,5775,5671,5456,5506,5375,5436,5458,5222,5216,5097,5092,4933,4861,4562,4631,4433,4340,4091,4109,3788,3470,3329,3209,2948,2697,2506,2325,2033,2045,1838,1770,1751,1835,1824,1549,1406,1486,1318,1039,818,578,435,390,223,0,0,0,0,0,0,0,0,0,0,0
10000,9843,9589,9383,9133,9152,8989,8994,8911,8790,8638,8565,8314,8355,8091,7888,7751,7582,7540,7588,7532,7359,7135,6897,6812,6668,6340,6301,6178,6250,6026,6066,5894,5686,5391,5219,5288,5335,5114,5184,5215,5196,5078,5109,5154,5136,4910,4690,4768,4587,4438,4119,4014,4114,4166,3961,3623,3287,3374,3161,3036,3031,3018,2791,2722,2713,2789,2775,2539,2588,2604,2520,2337,2430,2335,2350,2124,1865,1774,1447,1159,1139,979,708,663,481,219,270,0,0,0,0,0,0,0,0,0,0,0,0,0
